timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1658483476953,297,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=1&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-1,text,true,,3868,3605,3,3,https://www.facebook.com/ajax/bz,297,0,0
1658483476015,1534,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D,200,OK,Thread Group 1-2,text,true,,470764,6300,3,3,https://www.facebook.com/login/,524,0,146
1658483477252,297,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=2&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-1,text,true,,3868,2099,3,3,https://www.facebook.com/ajax/bz,297,0,0
1658483476015,732,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-0,200,OK,Thread Group 1-2,text,true,,79761,1052,3,3,https://www.facebook.com/login/,524,0,146
1658483476761,238,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-1,200,OK,Thread Group 1-2,bin,true,,4956,637,3,3,https://static.xx.fbcdn.net/rsrc.php/yb/r/hLRJ1GG_y0J.ico,238,0,152
1658483476750,217,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-2,200,OK,Thread Group 1-2,text,true,,8293,666,3,3,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/4lUy-HUOfKb.css?_nc_x=Ij3Wp8lg5Kz",209,0,138
1658483476760,240,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-3,200,OK,Thread Group 1-2,text,true,,10883,666,3,3,"https://static.xx.fbcdn.net/rsrc.php/v3/yI/l/0,cross/7JaG8yRCUqE.css?_nc_x=Ij3Wp8lg5Kz",235,0,152
1658483476763,238,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-4,200,OK,Thread Group 1-2,text,true,,2941,666,3,3,"https://static.xx.fbcdn.net/rsrc.php/v3/y1/l/0,cross/xZPwU_t5wZo.css?_nc_x=Ij3Wp8lg5Kz",237,0,150
1658483476773,267,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-5,200,OK,Thread Group 1-2,text,true,,11087,666,3,3,"https://static.xx.fbcdn.net/rsrc.php/v3/yS/l/0,cross/zWyD9UWy1VU.css?_nc_x=Ij3Wp8lg5Kz",251,0,171
1658483476775,325,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-6,200,OK,Thread Group 1-2,text,true,,20718,666,3,3,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/JgyEeZA6YIr.css?_nc_x=Ij3Wp8lg5Kz",251,0,186
1658483476967,582,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-7,200,OK,Thread Group 1-2,text,true,,328056,657,3,3,https://static.xx.fbcdn.net/rsrc.php/v3/yf/r/ch48lnIyOHK.js?_nc_x=Ij3Wp8lg5Kz,198,0,128
1658483477000,425,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-8,200,OK,Thread Group 1-2,bin,true,,4069,624,3,3,https://facebook.com/security/hsts-pixel.gif,424,0,128
1658483477550,317,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=3&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-1,text,true,,3868,3660,3,3,https://www.facebook.com/ajax/bz,317,0,0
1658483475021,2835,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,482401,15664,3,3,null,1799,11,535
1658483477551,326,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=1&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-2,text,true,,3868,3605,2,2,https://www.facebook.com/ajax/bz,326,0,0
1658483477879,286,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=2&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-2,text,true,,3868,2099,3,3,https://www.facebook.com/ajax/bz,286,0,0
1658483478166,289,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=3&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-2,text,true,,3885,3660,3,3,https://www.facebook.com/ajax/bz,289,0,0
1658483476014,2435,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-2,,true,,482385,15664,3,3,null,1425,7,146
1658483477018,1547,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D,200,"Embedded resource download error:https://static.xx.fbcdn.net/rsrc.php/v3/yf/r/ch48lnIyOHK.js?_nc_x=Ij3Wp8lg5Kz code:Non HTTP response code: java.net.SocketException message:Non HTTP response message: Socket closed, ",Thread Group 1-3,text,false,,145359,5643,2,2,https://www.facebook.com/login/,705,0,152
1658483477018,859,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-0,200,OK,Thread Group 1-3,text,true,,79788,1052,2,2,https://www.facebook.com/login/,705,0,152
1658483477880,268,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-1,200,OK,Thread Group 1-3,bin,true,,4973,637,2,2,https://static.xx.fbcdn.net/rsrc.php/yb/r/hLRJ1GG_y0J.ico,260,0,169
1658483477880,255,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-2,200,OK,Thread Group 1-3,text,true,,8293,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/4lUy-HUOfKb.css?_nc_x=Ij3Wp8lg5Kz",254,0,167
1658483477880,259,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-3,200,OK,Thread Group 1-3,text,true,,10883,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yI/l/0,cross/7JaG8yRCUqE.css?_nc_x=Ij3Wp8lg5Kz",257,0,167
1658483477880,241,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-4,200,OK,Thread Group 1-3,text,true,,2941,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/y1/l/0,cross/xZPwU_t5wZo.css?_nc_x=Ij3Wp8lg5Kz",233,0,167
1658483477881,269,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-5,200,OK,Thread Group 1-3,text,true,,11087,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yS/l/0,cross/zWyD9UWy1VU.css?_nc_x=Ij3Wp8lg5Kz",257,0,166
1658483477882,308,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-6,200,OK,Thread Group 1-3,text,true,,20718,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/JgyEeZA6YIr.css?_nc_x=Ij3Wp8lg5Kz",240,0,165
1658483478123,334,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-7,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-3,text,false,,2624,0,2,2,https://static.xx.fbcdn.net/rsrc.php/v3/yf/r/ch48lnIyOHK.js?_nc_x=Ij3Wp8lg5Kz,213,0,144
1658483478137,428,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-8,200,OK,Thread Group 1-3,bin,true,,4052,624,2,2,https://facebook.com/security/hsts-pixel.gif,428,0,139
1658483478567,312,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=1&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-3,text,true,,3885,3605,2,2,https://www.facebook.com/ajax/bz,312,0,0
1658483478880,301,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=2&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-3,text,true,,3885,2099,3,3,https://www.facebook.com/ajax/bz,301,0,0
1658483479182,439,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=3&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-3,text,true,,3868,3660,3,3,https://www.facebook.com/ajax/bz,439,0,0
1658483477016,2599,Test,,"Number of samples in transaction : 4, number of failing samples : 1",Thread Group 1-3,,false,,156997,15007,3,3,null,1757,7,152
1658483478017,1640,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D,200,OK,Thread Group 1-4,text,true,,470771,6300,2,2,https://www.facebook.com/login/,508,0,145
1658483478017,640,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-0,200,OK,Thread Group 1-4,text,true,,79768,1052,2,2,https://www.facebook.com/login/,508,0,145
1658483478660,199,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-1,200,OK,Thread Group 1-4,bin,true,,4956,637,2,2,https://static.xx.fbcdn.net/rsrc.php/yb/r/hLRJ1GG_y0J.ico,194,0,125
1658483478660,243,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-2,200,OK,Thread Group 1-4,text,true,,8293,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/4lUy-HUOfKb.css?_nc_x=Ij3Wp8lg5Kz",243,0,138
1658483478660,243,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-3,200,OK,Thread Group 1-4,text,true,,10883,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yI/l/0,cross/7JaG8yRCUqE.css?_nc_x=Ij3Wp8lg5Kz",236,0,138
1658483478661,220,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-4,200,OK,Thread Group 1-4,text,true,,2941,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/y1/l/0,cross/xZPwU_t5wZo.css?_nc_x=Ij3Wp8lg5Kz",220,0,137
1658483478661,242,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-5,200,OK,Thread Group 1-4,text,true,,11087,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yS/l/0,cross/zWyD9UWy1VU.css?_nc_x=Ij3Wp8lg5Kz",220,0,137
1658483478662,265,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-6,200,OK,Thread Group 1-4,text,true,,20718,666,2,2,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/JgyEeZA6YIr.css?_nc_x=Ij3Wp8lg5Kz",198,0,123
1658483478861,796,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-7,200,OK,Thread Group 1-4,text,true,,328056,657,2,2,https://static.xx.fbcdn.net/rsrc.php/v3/yf/r/ch48lnIyOHK.js?_nc_x=Ij3Wp8lg5Kz,205,0,135
1658483478882,616,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D-8,200,OK,Thread Group 1-4,bin,true,,4069,624,2,2,https://facebook.com/security/hsts-pixel.gif,616,0,143
1658483479659,282,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=1&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-4,text,true,,3868,3605,2,2,https://www.facebook.com/ajax/bz,282,0,0
1658483479941,295,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=2&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-4,text,true,,3868,2099,3,3,https://www.facebook.com/ajax/bz,295,0,0
1658483480237,323,https://www.facebook.com/ajax/bz?__a=1&__ccg=GOOD&__comet_req=0&__dyn=7xe6E5aQ1PyUbFuC1swgE98nwgU29zEdEc8uwdK0lW4o3Bw5VCwjE3awbG782Cw8G1Qw5MKdwnU1oU884y0lW0SU2swdq0Ho2ew4Kw5rwSyE1582ZwrU&__hs=19195.BP%3ADEFAULT.2.0.0.0.0&__hsi=7123127279534274407&__req=3&__rev=1005894150&__s=b5k47n%3Agxkhpx%3Ai74t4o&__spin_b=trunk&__spin_r=1005894150&__spin_t=1658482301&__user=0&dpr=1.5&jazoest=21074&lsd=AVqMuldCqqs,200,OK,Thread Group 1-4,text,true,,3885,3660,3,3,https://www.facebook.com/ajax/bz,323,0,0
1658483478015,2540,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-4,,true,,482392,15664,3,3,null,1408,7,145
1658483479020,1701,https://www.facebook.com/login/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU4NDgyMTc0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D,200,OK,Thread Group 1-5,text,true,,470795,6300,2,2,https://www.facebook.com/login/,642,0,154
